DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS,VISITOR_ACRONYM,HOME_ACRONYM
2022-12-07,Los Angeles Lakers,113,Toronto Raptors,126,LAL,TOR
2022-12-07,Washington Wizards,111,Chicago Bulls,115,WAS,CHI
2022-12-07,Oklahoma City Thunder,102,Memphis Grizzlies,123,OKC,MEM
2022-12-07,Sacramento Kings,113,Milwaukee Bucks,126,SAC,MIL
2022-12-07,Indiana Pacers,115,Minnesota Timberwolves,121,IND,MIN
2022-12-07,Detroit Pistons,98,New Orleans Pelicans,104,DET,NOP
2022-12-07,Golden State Warriors,123,Utah Jazz,124,GSW,UTA
2022-12-07,Boston Celtics,125,Phoenix Suns,98,BOS,PHX
2022-12-08,Los Angeles Clippers,110,Miami Heat,115,LAC,MIA
2022-12-08,Houston Rockets,109,San Antonio Spurs,118,HOU,SAS
2022-12-08,Denver Nuggets,121,Portland Trail Blazers,120,DEN,POR
2022-12-09,New York Knicks,121,Charlotte Hornets,102,NYK,CHA
2022-12-09,Washington Wizards,111,Indiana Pacers,121,WAS,IND
2022-12-09,Toronto Raptors,109,Orlando Magic,113,TOR,ORL
2022-12-09,Atlanta Hawks,116,Brooklyn Nets,120,ATL,BKN
2022-12-09,Sacramento Kings,106,Cleveland Cavaliers,95,SAC,CLE
2022-12-09,Los Angeles Lakers,122,Philadelphia 76ers,133,LAL,PHI
2022-12-09,Detroit Pistons,103,Memphis Grizzlies,114,DET,MEM
2022-12-09,Phoenix Suns,117,New Orleans Pelicans,128,PHX,NOP
2022-12-09,Minnesota Timberwolves,118,Utah Jazz,108,MIN,UTA
2022-12-09,Milwaukee Bucks,106,Dallas Mavericks,105,MIL,DAL
2022-12-10,San Antonio Spurs,115,Miami Heat,111,SAS,MIA
2022-12-10,Brooklyn Nets,136,Indiana Pacers,133,BKN,IND
2022-12-10,Los Angeles Clippers,114,Washington Wizards,107,LAC,WAS
2022-12-10,Oklahoma City Thunder,102,Cleveland Cavaliers,110,OKC,CLE
2022-12-10,Dallas Mavericks,115,Chicago Bulls,144,DAL,CHI
2022-12-10,Boston Celtics,107,Golden State Warriors,123,BOS,GSW
2022-12-10,Utah Jazz,110,Denver Nuggets,115,UTA,DEN
2022-12-10,Minnesota Timberwolves,118,Portland Trail Blazers,124,MIN,POR
2022-12-11,Phoenix Suns,124,New Orleans Pelicans,129,PHX,NOP
2022-12-11,Los Angeles Lakers,124,Detroit Pistons,117,LAL,DET
2022-12-11,Sacramento Kings,99,New York Knicks,112,SAC,NYK
2022-12-11,Toronto Raptors,99,Orlando Magic,111,TOR,ORL
2022-12-11,Charlotte Hornets,113,Philadelphia 76ers,131,CHA,PHI
2022-12-11,Chicago Bulls,122,Atlanta Hawks,123,CHI,ATL
2022-12-11,Milwaukee Bucks,92,Houston Rockets,97,MIL,HOU
2022-12-12,Miami Heat,87,Indiana Pacers,82,MIA,IND
2022-12-12,Brooklyn Nets,112,Washington Wizards,100,BKN,WAS
2022-12-12,Atlanta Hawks,103,Memphis Grizzlies,128,ATL,MEM
2022-12-12,Oklahoma City Thunder,114,Dallas Mavericks,121,OKC,DAL
2022-12-12,Cleveland Cavaliers,111,San Antonio Spurs,112,CLE,SAS
2022-12-12,Minnesota Timberwolves,112,Portland Trail Blazers,133,MIN,POR
2022-12-12,Boston Celtics,93,Los Angeles Clippers,113,BOS,LAC
2022-12-13,Sacramento Kings,103,Philadelphia 76ers,123,SAC,PHI
2022-12-13,Golden State Warriors,111,Milwaukee Bucks,128,GSW,MIL
2022-12-13,Phoenix Suns,97,Houston Rockets,111,PHX,HOU
2022-12-13,New Orleans Pelicans,100,Utah Jazz,121,NOP,UTA
2022-12-13,Boston Celtics,122,Los Angeles Lakers,118,BOS,LAL
2022-12-14,Detroit Pistons,141,Charlotte Hornets,134,DET,CHA
2022-12-14,Golden State Warriors,119,Indiana Pacers,125,GSW,IND
2022-12-14,Atlanta Hawks,124,Orlando Magic,135,ATL,ORL
2022-12-14,New York Knicks,128,Chicago Bulls,120,NYK,CHI
2022-12-14,Sacramento Kings,124,Toronto Raptors,123,SAC,TOR
2022-12-14,Miami Heat,110,Oklahoma City Thunder,108,MIA,OKC
2022-12-14,Portland Trail Blazers,128,San Antonio Spurs,112,POR,SAS
2022-12-14,Cleveland Cavaliers,105,Dallas Mavericks,90,CLE,DAL
2022-12-14,Washington Wizards,128,Denver Nuggets,141,WAS,DEN
2022-12-14,Minnesota Timberwolves,88,Los Angeles Clippers,99,MIN,LAC
2022-12-15,Miami Heat,111,Houston Rockets,108,MIA,HOU
2022-12-15,Milwaukee Bucks,101,Memphis Grizzlies,142,MIL,MEM
2022-12-15,New Orleans Pelicans,129,Utah Jazz,132,NOP,UTA
2022-12-15,Phoenix Suns,111,Los Angeles Clippers,95,PHX,LAC
2022-12-16,Atlanta Hawks,125,Charlotte Hornets,106,ATL,CHA
2022-12-16,Sacramento Kings,122,Detroit Pistons,113,SAC,DET
2022-12-16,Orlando Magic,117,Boston Celtics,109,ORL,BOS
2022-12-16,Indiana Pacers,112,Cleveland Cavaliers,118,IND,CLE
2022-12-16,Golden State Warriors,106,Philadelphia 76ers,118,GSW,PHI
2022-12-16,Brooklyn Nets,119,Toronto Raptors,116,BKN,TOR
2022-12-16,New York Knicks,114,Chicago Bulls,91,NYK,CHI
2022-12-16,Minnesota Timberwolves,112,Oklahoma City Thunder,110,MIN,OKC
2022-12-16,Portland Trail Blazers,110,Dallas Mavericks,130,POR,DAL
2022-12-16,Denver Nuggets,108,Los Angeles Lakers,126,DEN,LAL
2022-12-17,Washington Wizards,93,Los Angeles Clippers,102,WAS,LAC
2022-12-17,Miami Heat,111,San Antonio Spurs,101,MIA,SAS
2022-12-17,Dallas Mavericks,99,Cleveland Cavaliers,100,DAL,CLE
2022-12-17,Portland Trail Blazers,107,Houston Rockets,95,POR,HOU
2022-12-17,Utah Jazz,97,Milwaukee Bucks,123,UTA,MIL
2022-12-17,Memphis Grizzlies,109,Oklahoma City Thunder,115,MEM,OKC
2022-12-17,New Orleans Pelicans,114,Phoenix Suns,118,NOP,PHX
2022-12-18,Orlando Magic,95,Boston Celtics,92,ORL,BOS
2022-12-18,New York Knicks,109,Indiana Pacers,106,NYK,IND
2022-12-18,Brooklyn Nets,124,Detroit Pistons,121,BKN,DET
2022-12-18,Golden State Warriors,126,Toronto Raptors,110,GSW,TOR
2022-12-18,Chicago Bulls,126,Minnesota Timberwolves,150,CHI,MIN
2022-12-18,Charlotte Hornets,115,Denver Nuggets,119,CHA,DEN
2022-12-18,Washington Wizards,117,Los Angeles Lakers,119,WAS,LAL
2022-12-19,Utah Jazz,99,Cleveland Cavaliers,122,UTA,CLE
2022-12-19,Toronto Raptors,101,Philadelphia 76ers,104,TOR,PHI
2022-12-19,Orlando Magic,125,Atlanta Hawks,126,ORL,ATL
2022-12-19,San Antonio Spurs,124,Houston Rockets,105,SAS,HOU
2022-12-19,Dallas Mavericks,106,Minnesota Timberwolves,116,DAL,MIN
2022-12-19,Milwaukee Bucks,128,New Orleans Pelicans,119,MIL,NOP
2022-12-19,Portland Trail Blazers,121,Oklahoma City Thunder,123,POR,OKC
2022-12-19,Los Angeles Lakers,104,Phoenix Suns,130,LAL,PHX
2022-12-19,Charlotte Hornets,125,Sacramento Kings,119,CHA,SAC
2022-12-20,Utah Jazz,126,Detroit Pistons,111,UTA,DET
2022-12-20,Chicago Bulls,113,Miami Heat,103,CHI,MIA
2022-12-20,Golden State Warriors,94,New York Knicks,132,GSW,NYK
2022-12-20,Washington Wizards,113,Phoenix Suns,110,WAS,PHX
2022-12-20,Memphis Grizzlies,91,Denver Nuggets,105,MEM,DEN
2022-12-21,Milwaukee Bucks,106,Cleveland Cavaliers,114,MIL,CLE
2022-12-21,Detroit Pistons,93,Philadelphia 76ers,113,DET,PHI
2022-12-21,Chicago Bulls,110,Atlanta Hawks,108,CHI,ATL
2022-12-21,Indiana Pacers,117,Boston Celtics,112,IND,BOS
2022-12-21,Golden State Warriors,113,Brooklyn Nets,143,GSW,BKN
2022-12-21,Toronto Raptors,113,New York Knicks,106,TOR,NYK
2022-12-21,Orlando Magic,116,Houston Rockets,110,ORL,HOU
2022-12-21,Dallas Mavericks,104,Minnesota Timberwolves,99,DAL,MIN
2022-12-21,Portland Trail Blazers,98,Oklahoma City Thunder,101,POR,OKC
2022-12-21,Los Angeles Lakers,120,Sacramento Kings,134,LAL,SAC
2022-12-21,Charlotte Hornets,105,Los Angeles Clippers,126,CHA,LAC
2022-12-22,San Antonio Spurs,117,New Orleans Pelicans,126,SAS,NOP
2022-12-22,Washington Wizards,112,Utah Jazz,120,WAS,UTA
2022-12-23,San Antonio Spurs,113,Orlando Magic,133,SAS,ORL
2022-12-23,Los Angeles Clippers,114,Philadelphia 76ers,119,LAC,PHI
2022-12-23,Detroit Pistons,105,Atlanta Hawks,130,DET,ATL
2022-12-23,Minnesota Timberwolves,109,Boston Celtics,121,MIN,BOS
2022-12-23,Milwaukee Bucks,100,Brooklyn Nets,118,MIL,BKN
2022-12-23,Toronto Raptors,118,Cleveland Cavaliers,107,TOR,CLE
2022-12-23,Chicago Bulls,118,New York Knicks,117,CHI,NYK
2022-12-23,Dallas Mavericks,112,Houston Rockets,106,DAL,HOU
2022-12-23,Indiana Pacers,111,Miami Heat,108,IND,MIA
2022-12-23,New Orleans Pelicans,128,Oklahoma City Thunder,125,NOP,OKC
2022-12-23,Portland Trail Blazers,107,Denver Nuggets,120,POR,DEN
2022-12-23,Memphis Grizzlies,125,Phoenix Suns,100,MEM,PHX
2022-12-23,Washington Wizards,125,Sacramento Kings,111,WAS,SAC
2022-12-23,Charlotte Hornets,134,Los Angeles Lakers,130,CHA,LAL
2022-12-25,Philadelphia 76ers,119,New York Knicks,112,PHI,NYK
2022-12-25,Los Angeles Lakers,115,Dallas Mavericks,124,LAL,DAL
2022-12-25,Milwaukee Bucks,118,Boston Celtics,139,MIL,BOS
2022-12-25,Memphis Grizzlies,109,Golden State Warriors,123,MEM,GSW
2022-12-25,Phoenix Suns,125,Denver Nuggets,128,PHX,DEN
2022-12-26,Brooklyn Nets,125,Cleveland Cavaliers,117,BKN,CLE
2022-12-26,Los Angeles Clippers,142,Detroit Pistons,131,LAC,DET
2022-12-26,Minnesota Timberwolves,110,Miami Heat,113,MIN,MIA
2022-12-26,Houston Rockets,133,Chicago Bulls,118,HOU,CHI
2022-12-26,Indiana Pacers,93,New Orleans Pelicans,113,IND,NOP
2022-12-26,Utah Jazz,122,San Antonio Spurs,126,UTA,SAS
2022-12-26,Charlotte Hornets,113,Portland Trail Blazers,124,CHA,POR
2022-12-27,Los Angeles Lakers,129,Orlando Magic,110,LAL,ORL
2022-12-27,Philadelphia 76ers,111,Washington Wizards,116,PHI,WAS
2022-12-27,Houston Rockets,102,Boston Celtics,126,HOU,BOS
2022-12-27,Atlanta Hawks,114,Indiana Pacers,129,ATL,IND
2022-12-27,Los Angeles Clippers,124,Toronto Raptors,113,LAC,TOR
2022-12-27,Phoenix Suns,125,Memphis Grizzlies,108,PHX,MEM
2022-12-27,San Antonio Spurs,114,Oklahoma City Thunder,130,SAS,OKC
2022-12-27,New York Knicks,121,Dallas Mavericks,126,NYK,DAL
2022-12-27,Charlotte Hornets,105,Golden State Warriors,110,CHA,GSW
2022-12-27,Denver Nuggets,113,Sacramento Kings,106,DEN,SAC
2022-12-28,Orlando Magic,101,Detroit Pistons,121,ORL,DET
2022-12-28,Phoenix Suns,102,Washington Wizards,127,PHX,WAS
2022-12-28,Brooklyn Nets,108,Atlanta Hawks,107,BKN,ATL
2022-12-28,Los Angeles Lakers,98,Miami Heat,112,LAL,MIA
2022-12-28,Milwaukee Bucks,113,Chicago Bulls,119,MIL,CHI
2022-12-28,Minnesota Timberwolves,118,New Orleans Pelicans,119,MIN,NOP
2022-12-28,Utah Jazz,107,Golden State Warriors,112,UTA,GSW
2022-12-28,Denver Nuggets,126,Sacramento Kings,127,DEN,SAC
2022-12-29,Oklahoma City Thunder,113,Charlotte Hornets,121,OKC,CHA
2022-12-29,Cleveland Cavaliers,126,Indiana Pacers,135,CLE,IND
2022-12-29,Los Angeles Clippers,110,Boston Celtics,116,LAC,BOS
2022-12-29,Memphis Grizzlies,119,Toronto Raptors,106,MEM,TOR
2022-12-29,New York Knicks,115,San Antonio Spurs,122,NYK,SAS
2022-12-29,Houston Rockets,114,Dallas Mavericks,129,HOU,DAL
2022-12-30,Washington Wizards,119,Orlando Magic,100,WAS,ORL
2022-12-30,Los Angeles Lakers,130,Atlanta Hawks,121,LAL,ATL
2022-12-30,Phoenix Suns,104,Toronto Raptors,113,PHX,TOR
2022-12-30,Detroit Pistons,118,Chicago Bulls,132,DET,CHI
2022-12-30,Minnesota Timberwolves,114,Milwaukee Bucks,123,MIN,MIL
2022-12-30,Philadelphia 76ers,116,New Orleans Pelicans,127,PHI,NOP
2022-12-30,Miami Heat,119,Denver Nuggets,124,MIA,DEN
2022-12-30,Portland Trail Blazers,112,Golden State Warriors,118,POR,GSW
2022-12-30,Utah Jazz,125,Sacramento Kings,126,UTA,SAC
2022-12-31,Los Angeles Clippers,130,Indiana Pacers,131,LAC,IND
2022-12-31,Cleveland Cavaliers,103,Chicago Bulls,102,CLE,CHI
2022-12-31,Brooklyn Nets,123,Charlotte Hornets,106,BKN,CHA
2022-12-31,New York Knicks,108,Houston Rockets,88,NYK,HOU
2022-12-31,Dallas Mavericks,126,San Antonio Spurs,125,DAL,SAS
2022-12-31,New Orleans Pelicans,101,Memphis Grizzlies,116,NOP,MEM
2022-12-31,Detroit Pistons,116,Minnesota Timberwolves,104,DET,MIN
2022-12-31,Philadelphia 76ers,115,Oklahoma City Thunder,96,PHI,OKC
2022-12-31,Miami Heat,126,Utah Jazz,123,MIA,UTA
2023-01-01,Boston Celtics,111,Denver Nuggets,123,BOS,DEN
2023-01-01,Sacramento Kings,108,Memphis Grizzlies,118,SAC,MEM
2023-01-01,Washington Wizards,118,Milwaukee Bucks,95,WAS,MIL
2023-01-02,Phoenix Suns,83,New York Knicks,102,PHX,NYK
2023-01-02,Los Angeles Lakers,121,Charlotte Hornets,115,LAL,CHA
2023-01-02,Chicago Bulls,134,Cleveland Cavaliers,145,CHI,CLE
2023-01-02,Toronto Raptors,114,Indiana Pacers,122,TOR,IND
2023-01-02,New Orleans Pelicans,111,Philadelphia 76ers,120,NOP,PHI
2023-01-02,San Antonio Spurs,103,Brooklyn Nets,139,SAS,BKN
2023-01-02,Dallas Mavericks,111,Houston Rockets,106,DAL,HOU
2023-01-02,Denver Nuggets,111,Minnesota Timberwolves,124,DEN,MIN
2023-01-02,Atlanta Hawks,141,Golden State Warriors,143,ATL,GSW
2023-01-02,Detroit Pistons,106,Portland Trail Blazers,135,DET,POR
2023-01-02,Miami Heat,110,Los Angeles Clippers,100,MIA,LAC
2023-01-03,Washington Wizards,113,Milwaukee Bucks,123,WAS,MIL
2023-01-03,Boston Celtics,117,Oklahoma City Thunder,150,BOS,OKC
2023-01-03,Sacramento Kings,117,Utah Jazz,115,SAC,UTA
2023-01-04,Memphis Grizzlies,131,Charlotte Hornets,107,MEM,CHA
2023-01-04,Phoenix Suns,88,Cleveland Cavaliers,90,PHX,CLE
2023-01-04,Oklahoma City Thunder,115,Orlando Magic,126,OKC,ORL
2023-01-04,Indiana Pacers,126,Philadelphia 76ers,129,IND,PHI
2023-01-04,San Antonio Spurs,114,New York Knicks,117,SAS,NYK
2023-01-04,Milwaukee Bucks,104,Toronto Raptors,101,MIL,TOR
2023-01-04,Brooklyn Nets,112,Chicago Bulls,121,BKN,CHI
2023-01-04,Portland Trail Blazers,106,Minnesota Timberwolves,113,POR,MIN
2023-01-04,Houston Rockets,108,New Orleans Pelicans,119,HOU,NOP
2023-01-04,Detroit Pistons,122,Golden State Warriors,119,DET,GSW
2023-01-04,Miami Heat,109,Los Angeles Lakers,112,MIA,LAL
2023-01-04,Atlanta Hawks,120,Sacramento Kings,117,ATL,SAC
2023-01-05,Memphis Grizzlies,123,Orlando Magic,115,MEM,ORL
2023-01-05,Boston Celtics,124,Dallas Mavericks,95,BOS,DAL
2023-01-05,Utah Jazz,131,Houston Rockets,114,UTA,HOU
2023-01-05,Los Angeles Clippers,91,Denver Nuggets,122,LAC,DEN
2023-01-06,Portland Trail Blazers,99,Indiana Pacers,108,POR,IND
2023-01-06,Chicago Bulls,126,Philadelphia 76ers,112,CHI,PHI
2023-01-06,Brooklyn Nets,108,New Orleans Pelicans,102,BKN,NOP
2023-01-06,New York Knicks,112,Toronto Raptors,108,NYK,TOR
2023-01-06,Charlotte Hornets,138,Milwaukee Bucks,109,CHA,MIL
2023-01-06,Washington Wizards,110,Oklahoma City Thunder,127,WAS,OKC
2023-01-06,Detroit Pistons,109,San Antonio Spurs,121,DET,SAS
2023-01-06,Cleveland Cavaliers,108,Denver Nuggets,121,CLE,DEN
2023-01-06,Los Angeles Clippers,115,Minnesota Timberwolves,128,LAC,MIN
2023-01-06,Miami Heat,104,Phoenix Suns,96,MIA,PHX
2023-01-06,Atlanta Hawks,114,Los Angeles Lakers,130,ATL,LAL
2023-01-07,Boston Celtics,121,San Antonio Spurs,116,BOS,SAS
2023-01-07,Utah Jazz,118,Chicago Bulls,126,UTA,CHI
2023-01-07,New Orleans Pelicans,117,Dallas Mavericks,127,NOP,DAL
2023-01-07,Orlando Magic,115,Golden State Warriors,101,ORL,GSW
2023-01-07,Los Angeles Lakers,136,Sacramento Kings,134,LAL,SAC
2023-01-08,Philadelphia 76ers,123,Detroit Pistons,111,PHI,DET
2023-01-08,Portland Trail Blazers,105,Toronto Raptors,117,POR,TOR
2023-01-08,Charlotte Hornets,111,Indiana Pacers,116,CHA,IND
2023-01-08,Utah Jazz,118,Memphis Grizzlies,123,UTA,MEM
2023-01-08,Brooklyn Nets,102,Miami Heat,101,BKN,MIA
2023-01-08,Minnesota Timberwolves,104,Houston Rockets,96,MIN,HOU
2023-01-08,Dallas Mavericks,109,Oklahoma City Thunder,120,DAL,OKC
2023-01-08,Cleveland Cavaliers,112,Phoenix Suns,98,CLE,PHX
2023-01-08,Atlanta Hawks,112,Los Angeles Clippers,108,ATL,LAC
2023-01-09,New Orleans Pelicans,132,Washington Wizards,112,NOP,WAS
2023-01-09,Chicago Bulls,99,Boston Celtics,107,CHI,BOS
2023-01-09,Milwaukee Bucks,111,New York Knicks,107,MIL,NYK
2023-01-09,San Antonio Spurs,113,Memphis Grizzlies,121,SAS,MEM
2023-01-09,Los Angeles Lakers,109,Denver Nuggets,122,LAL,DEN
2023-01-09,Orlando Magic,111,Sacramento Kings,136,ORL,SAC
2023-01-10,Detroit Pistons,116,Philadelphia 76ers,147,DET,PHI
2023-01-10,Oklahoma City Thunder,111,Miami Heat,112,OKC,MIA
2023-01-10,Charlotte Hornets,120,Toronto Raptors,132,CHA,TOR
2023-01-10,Cleveland Cavaliers,114,Utah Jazz,116,CLE,UTA
2023-01-10,Phoenix Suns,125,Golden State Warriors,113,PHX,GSW
2023-01-10,Orlando Magic,109,Portland Trail Blazers,106,ORL,POR
2023-01-10,Dallas Mavericks,101,Los Angeles Clippers,113,DAL,LAC
2023-01-11,Minnesota Timberwolves,118,Detroit Pistons,135,MIN,DET
2023-01-11,Chicago Bulls,97,Washington Wizards,100,CHI,WAS
2023-01-11,Milwaukee Bucks,114,Atlanta Hawks,105,MIL,ATL
2023-01-11,New Orleans Pelicans,114,Boston Celtics,125,NOP,BOS
2023-01-11,Indiana Pacers,113,New York Knicks,119,IND,NYK
2023-01-11,San Antonio Spurs,129,Memphis Grizzlies,135,SAS,MEM
2023-01-11,Phoenix Suns,97,Denver Nuggets,126,PHX,DEN
2023-01-11,Houston Rockets,115,Sacramento Kings,135,HOU,SAC
2023-01-12,Oklahoma City Thunder,133,Philadelphia 76ers,114,OKC,PHI
2023-01-12,Boston Celtics,109,Brooklyn Nets,98,BOS,BKN
2023-01-12,Milwaukee Bucks,102,Miami Heat,108,MIL,MIA
2023-01-12,Charlotte Hornets,114,Toronto Raptors,124,CHA,TOR
2023-01-12,Dallas Mavericks,119,Los Angeles Lakers,115,DAL,LAL
2023-01-12,Cleveland Cavaliers,119,Portland Trail Blazers,113,CLE,POR
2023-01-13,New Orleans Pelicans,116,Detroit Pistons,110,NOP,DET
2023-01-13,Atlanta Hawks,113,Indiana Pacers,111,ATL,IND
2023-01-13,New York Knicks,112,Washington Wizards,108,NYK,WAS
2023-01-13,Golden State Warriors,144,San Antonio Spurs,113,GSW,SAS
2023-01-13,Oklahoma City Thunder,124,Chicago Bulls,110,OKC,CHI
2023-01-13,Phoenix Suns,116,Minnesota Timberwolves,121,PHX,MIN
2023-01-13,Orlando Magic,108,Utah Jazz,112,ORL,UTA
2023-01-13,Denver Nuggets,115,Los Angeles Clippers,103,DEN,LAC
2023-01-13,Houston Rockets,114,Sacramento Kings,139,HOU,SAC
2023-01-14,Milwaukee Bucks,95,Miami Heat,111,MIL,MIA
2023-01-14,Boston Celtics,122,Charlotte Hornets,106,BOS,CHA
2023-01-14,Memphis Grizzlies,130,Indiana Pacers,112,MEM,IND
2023-01-14,Atlanta Hawks,114,Toronto Raptors,103,ATL,TOR
2023-01-14,Cleveland Cavaliers,102,Minnesota Timberwolves,110,CLE,MIN
2023-01-14,Philadelphia 76ers,118,Utah Jazz,117,PHI,UTA
2023-01-14,Dallas Mavericks,119,Portland Trail Blazers,136,DAL,POR
2023-01-15,New York Knicks,117,Detroit Pistons,104,NYK,DET
2023-01-15,Houston Rockets,100,Los Angeles Clippers,121,HOU,LAC
2023-01-15,Golden State Warriors,118,Chicago Bulls,132,GSW,CHI
2023-01-15,Oklahoma City Thunder,112,Brooklyn Nets,102,OKC,BKN
2023-01-15,Sacramento Kings,132,San Antonio Spurs,119,SAC,SAS
2023-01-15,Orlando Magic,116,Denver Nuggets,119,ORL,DEN
2023-01-15,Dallas Mavericks,123,Portland Trail Blazers,140,DAL,POR
2023-01-15,Philadelphia 76ers,113,Los Angeles Lakers,112,PHI,LAL
2023-01-16,Boston Celtics,130,Charlotte Hornets,118,BOS,CHA
2023-01-16,Indiana Pacers,119,Milwaukee Bucks,132,IND,MIL
2023-01-16,New Orleans Pelicans,103,Cleveland Cavaliers,113,NOP,CLE
2023-01-16,Toronto Raptors,123,New York Knicks,121,TOR,NYK
2023-01-16,Golden State Warriors,127,Washington Wizards,118,GSW,WAS
2023-01-16,Miami Heat,113,Atlanta Hawks,121,MIA,ATL
2023-01-16,Utah Jazz,126,Minnesota Timberwolves,125,UTA,MIN
2023-01-16,Phoenix Suns,106,Memphis Grizzlies,136,PHX,MEM
2023-01-16,Houston Rockets,132,Los Angeles Lakers,140,HOU,LAL
2023-01-17,Toronto Raptors,122,Milwaukee Bucks,130,TOR,MIL
2023-01-17,Brooklyn Nets,98,San Antonio Spurs,106,BKN,SAS
2023-01-17,Portland Trail Blazers,113,Denver Nuggets,122,POR,DEN
2023-01-17,Philadelphia 76ers,120,Los Angeles Clippers,110,PHI,LAC
2023-01-18,Atlanta Hawks,130,Dallas Mavericks,122,ATL,DAL
2023-01-18,Washington Wizards,116,New York Knicks,105,WAS,NYK
2023-01-18,Charlotte Hornets,122,Houston Rockets,117,CHA,HOU
2023-01-18,Cleveland Cavaliers,114,Memphis Grizzlies,115,CLE,MEM
2023-01-18,Miami Heat,124,New Orleans Pelicans,98,MIA,NOP
2023-01-18,Indiana Pacers,106,Oklahoma City Thunder,126,IND,OKC
2023-01-18,Los Angeles Clippers,103,Utah Jazz,126,LAC,UTA
2023-01-18,Minnesota Timberwolves,118,Denver Nuggets,122,MIN,DEN
2023-01-18,Sacramento Kings,116,Los Angeles Lakers,111,SAC,LAL
2023-01-19,Chicago Bulls,126,Detroit Pistons,108,CHI,DET
2023-01-19,Golden State Warriors,118,Boston Celtics,121,GSW,BOS
2023-01-19,Toronto Raptors,126,Minnesota Timberwolves,128,TOR,MIN
2023-01-19,Brooklyn Nets,112,Phoenix Suns,117,BKN,PHX
2023-01-19,Philadelphia 76ers,105,Portland Trail Blazers,95,PHI,POR
2023-01-20,New Orleans Pelicans,110,Orlando Magic,123,NOP,ORL
2023-01-20,New York Knicks,124,Atlanta Hawks,139,NYK,ATL
2023-01-20,Golden State Warriors,120,Cleveland Cavaliers,114,GSW,CLE
2023-01-20,Miami Heat,90,Dallas Mavericks,115,MIA,DAL
2023-01-20,Los Angeles Clippers,131,San Antonio Spurs,126,LAC,SAS
2023-01-20,Indiana Pacers,111,Denver Nuggets,134,IND,DEN
2023-01-20,Brooklyn Nets,117,Utah Jazz,106,BKN,UTA
2023-01-20,Memphis Grizzlies,121,Los Angeles Lakers,122,MEM,LAL
2023-01-20,Oklahoma City Thunder,113,Sacramento Kings,118,OKC,SAC
2023-01-21,Boston Celtics,106,Toronto Raptors,104,BOS,TOR
2023-01-21,Orlando Magic,118,Washington Wizards,138,ORL,WAS
2023-01-21,Charlotte Hornets,122,Atlanta Hawks,118,CHA,ATL
2023-01-21,Milwaukee Bucks,102,Cleveland Cavaliers,114,MIL,CLE
2023-01-21,Houston Rockets,104,Minnesota Timberwolves,113,HOU,MIN
2023-01-21,Indiana Pacers,107,Phoenix Suns,112,IND,PHX
2023-01-21,Philadelphia 76ers,129,Sacramento Kings,127,PHI,SAC
2023-01-22,Los Angeles Clippers,112,Dallas Mavericks,98,LAC,DAL
2023-01-22,New Orleans Pelicans,96,Miami Heat,100,NOP,MIA
2023-01-22,New York Knicks,116,Toronto Raptors,125,NYK,TOR
2023-01-22,Oklahoma City Thunder,101,Denver Nuggets,99,OKC,DEN
2023-01-22,Memphis Grizzlies,110,Phoenix Suns,112,MEM,PHX
2023-01-22,Brooklyn Nets,120,Golden State Warriors,116,BKN,GSW
2023-01-22,Los Angeles Lakers,121,Portland Trail Blazers,112,LAL,POR
2023-01-23,Milwaukee Bucks,150,Detroit Pistons,130,MIL,DET
2023-01-23,Boston Celtics,98,Orlando Magic,113,BOS,ORL
2023-01-23,Atlanta Hawks,100,Chicago Bulls,111,ATL,CHI
2023-01-23,Minnesota Timberwolves,114,Houston Rockets,119,MIN,HOU
2023-01-23,Charlotte Hornets,102,Utah Jazz,120,CHA,UTA
2023-01-23,San Antonio Spurs,127,Portland Trail Blazers,147,SAS,POR
2023-01-23,Memphis Grizzlies,100,Sacramento Kings,133,MEM,SAC
2023-01-24,Chicago Bulls,110,Indiana Pacers,116,CHI,IND
2023-01-24,Boston Celtics,95,Miami Heat,98,BOS,MIA
2023-01-24,Cleveland Cavaliers,103,New York Knicks,105,CLE,NYK
2023-01-24,Denver Nuggets,99,New Orleans Pelicans,98,DEN,NOP
2023-01-24,Washington Wizards,127,Dallas Mavericks,126,WAS,DAL
2023-01-24,Charlotte Hornets,97,Phoenix Suns,128,CHA,PHX
2023-01-24,Los Angeles Clippers,133,Los Angeles Lakers,115,LAC,LAL
2023-01-25,Indiana Pacers,120,Orlando Magic,126,IND,ORL
2023-01-25,Brooklyn Nets,133,Philadelphia 76ers,137,BKN,PHI
2023-01-25,Washington Wizards,108,Houston Rockets,103,WAS,HOU
2023-01-25,Denver Nuggets,99,Milwaukee Bucks,107,DEN,MIL
2023-01-25,Minnesota Timberwolves,111,New Orleans Pelicans,102,MIN,NOP
2023-01-25,Atlanta Hawks,137,Oklahoma City Thunder,132,ATL,OKC
2023-01-25,Memphis Grizzlies,120,Golden State Warriors,122,MEM,GSW
2023-01-25,Utah Jazz,124,Portland Trail Blazers,134,UTA,POR
2023-01-25,Toronto Raptors,113,Sacramento Kings,95,TOR,SAC
2023-01-25,San Antonio Spurs,104,Los Angeles Lakers,113,SAS,LAL
2023-01-26,New York Knicks,120,Boston Celtics,117,NYK,BOS
2023-01-26,Detroit Pistons,130,Brooklyn Nets,122,DET,BKN
