DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS,VISITOR_ACRONYM,HOME_ACRONYM
2024-04-02,Oklahoma City Thunder,105,Philadelphia 76ers,109,OKC,PHI
2024-04-02,Houston Rockets,106,Minnesota Timberwolves,113,HOU,MIN
2024-04-02,San Antonio Spurs,105,Denver Nuggets,110,SAS,DEN
2024-04-02,Cleveland Cavaliers,129,Utah Jazz,113,CLE,UTA
2024-04-02,Dallas Mavericks,100,Golden State Warriors,104,DAL,GSW
2024-04-02,Los Angeles Clippers,95,Sacramento Kings,109,LAC,SAC
2024-04-03,Portland Trail Blazers,89,Charlotte Hornets,86,POR,CHO
2024-04-03,Los Angeles Lakers,125,Washington Wizards,120,LAL,WAS
2024-04-03,Detroit Pistons,113,Atlanta Hawks,121,DET,ATL
2024-04-03,Oklahoma City Thunder,100,Boston Celtics,135,OKC,BOS
2024-04-03,Indiana Pacers,111,Brooklyn Nets,115,IND,BRK
2024-04-03,Memphis Grizzlies,111,Milwaukee Bucks,101,MEM,MIL
2024-04-03,Toronto Raptors,85,Minnesota Timberwolves,133,TOR,MIN
2024-04-03,Orlando Magic,117,New Orleans Pelicans,108,ORL,NOP
2024-04-03,Cleveland Cavaliers,101,Phoenix Suns,122,CLE,PHO
2024-04-04,Atlanta Hawks,95,Dallas Mavericks,109,ATL,DAL
2024-04-04,Philadelphia 76ers,109,Miami Heat,105,PHI,MIA
2024-04-04,Sacramento Kings,109,New York Knicks,120,SAC,NYK
2024-04-04,Golden State Warriors,133,Houston Rockets,110,GSW,HOU
2024-04-04,Denver Nuggets,100,Los Angeles Clippers,102,DEN,LAC
2024-04-05,Orlando Magic,115,Charlotte Hornets,124,ORL,CHO
2024-04-05,Oklahoma City Thunder,112,Indiana Pacers,126,OKC,IND
2024-04-05,Portland Trail Blazers,108,Washington Wizards,102,POR,WAS
2024-04-05,Sacramento Kings,100,Boston Celtics,101,SAC,BOS
2024-04-05,New York Knicks,100,Chicago Bulls,108,NYK,CHI
2024-04-05,Miami Heat,119,Houston Rockets,104,MIA,HOU
2024-04-05,Detroit Pistons,90,Memphis Grizzlies,108,DET,MEM
2024-04-05,Toronto Raptors,117,Milwaukee Bucks,111,TOR,MIL
2024-04-05,San Antonio Spurs,111,New Orleans Pelicans,109,SAS,NOP
2024-04-05,Golden State Warriors,106,Dallas Mavericks,108,GSW,DAL
2024-04-05,Minnesota Timberwolves,87,Phoenix Suns,97,MIN,PHO
2024-04-05,Utah Jazz,102,Los Angeles Clippers,131,UTA,LAC
2024-04-06,Cleveland Cavaliers,97,Los Angeles Lakers,116,CLE,LAL
2024-04-06,Detroit Pistons,103,Brooklyn Nets,113,DET,BRK
2024-04-06,Philadelphia 76ers,116,Memphis Grizzlies,96,PHI,MEM
2024-04-06,Atlanta Hawks,110,Denver Nuggets,142,ATL,DEN
2024-04-07,Houston Rockets,136,Dallas Mavericks,147,HOU,DAL
2024-04-07,Cleveland Cavaliers,118,Los Angeles Clippers,120,CLE,LAC
2024-04-07,Miami Heat,115,Indiana Pacers,117,MIA,IND
2024-04-07,Portland Trail Blazers,107,Boston Celtics,124,POR,BOS
2024-04-07,Oklahoma City Thunder,121,Charlotte Hornets,118,OKC,CHO
2024-04-07,Chicago Bulls,98,Orlando Magic,113,CHI,ORL
2024-04-07,New Orleans Pelicans,113,Phoenix Suns,105,NOP,PHO
2024-04-07,Washington Wizards,122,Toronto Raptors,130,WAS,TOR
2024-04-07,New York Knicks,122,Milwaukee Bucks,109,NYK,MIL
2024-04-07,Philadelphia 76ers,133,San Antonio Spurs,126,PHI,SAS
2024-04-07,Sacramento Kings,107,Brooklyn Nets,77,SAC,BRK
2024-04-07,Utah Jazz,110,Golden State Warriors,118,UTA,GSW
2024-04-07,Minnesota Timberwolves,127,Los Angeles Lakers,117,MIN,LAL
2024-04-09,Dallas Mavericks,130,Charlotte Hornets,104,DAL,CHO
2024-04-09,Detroit Pistons,102,Philadelphia 76ers,120,DET,PHI
2024-04-09,Indiana Pacers,140,Toronto Raptors,123,IND,TOR
2024-04-09,Miami Heat,117,Atlanta Hawks,111,MIA,ATL
2024-04-09,Boston Celtics,91,Milwaukee Bucks,104,BOS,MIL
2024-04-09,New York Knicks,128,Chicago Bulls,117,NYK,CHI
2024-04-09,Orlando Magic,106,Houston Rockets,118,ORL,HOU
2024-04-09,San Antonio Spurs,102,Memphis Grizzlies,87,SAS,MEM
2024-04-09,Washington Wizards,121,Minnesota Timberwolves,130,WAS,MIN
2024-04-09,Sacramento Kings,105,Oklahoma City Thunder,112,SAC,OKC
2024-04-09,Denver Nuggets,111,Utah Jazz,95,DEN,UTA
2024-04-09,Golden State Warriors,134,Los Angeles Lakers,120,GSW,LAL
2024-04-09,Los Angeles Clippers,105,Phoenix Suns,92,LAC,PHO
2024-04-09,New Orleans Pelicans,110,Portland Trail Blazers,100,NOP,POR
2024-04-10,Memphis Grizzlies,98,Cleveland Cavaliers,110,MEM,CLE
2024-04-10,Charlotte Hornets,115,Atlanta Hawks,114,CHO,ATL
2024-04-10,Toronto Raptors,102,Brooklyn Nets,106,TOR,BRK
2024-04-10,Dallas Mavericks,111,Miami Heat,92,DAL,MIA
2024-04-10,Orlando Magic,99,Milwaukee Bucks,117,ORL,MIL
2024-04-10,San Antonio Spurs,89,Oklahoma City Thunder,127,SAS,OKC
2024-04-10,Minnesota Timberwolves,107,Denver Nuggets,116,MIN,DEN
2024-04-10,Phoenix Suns,124,Los Angeles Clippers,108,PHO,LAC
2024-04-11,Chicago Bulls,127,Detroit Pistons,105,CHI,DET
2024-04-11,New York Knicks,118,Boston Celtics,109,NYK,BOS
2024-04-11,Houston Rockets,121,Utah Jazz,124,HOU,UTA
2024-04-11,Golden State Warriors,100,Portland Trail Blazers,92,GSW,POR
2024-04-11,New Orleans Pelicans,135,Sacramento Kings,123,NOP,SAC
2024-04-12,Orlando Magic,113,Philadelphia 76ers,125,ORL,PHI
2024-04-12,Chicago Bulls,129,Washington Wizards,127,CHI,WAS
2024-04-12,Charlotte Hornets,98,Boston Celtics,131,CHO,BOS
2024-04-12,Indiana Pacers,120,Cleveland Cavaliers,129,IND,CLE
2024-04-12,Brooklyn Nets,107,New York Knicks,111,BRK,NYK
2024-04-12,Los Angeles Lakers,123,Memphis Grizzlies,120,LAL,MEM
2024-04-12,Toronto Raptors,103,Miami Heat,125,TOR,MIA
2024-04-12,Atlanta Hawks,106,Minnesota Timberwolves,109,ATL,MIN
2024-04-12,Milwaukee Bucks,107,Oklahoma City Thunder,125,MIL,OKC
2024-04-12,Denver Nuggets,120,San Antonio Spurs,121,DEN,SAS
2024-04-12,Detroit Pistons,107,Dallas Mavericks,89,DET,DAL
2024-04-12,New Orleans Pelicans,114,Golden State Warriors,109,NOP,GSW
2024-04-12,Houston Rockets,116,Portland Trail Blazers,107,HOU,POR
2024-04-12,Utah Jazz,110,Los Angeles Clippers,109,UTA,LAC
2024-04-12,Phoenix Suns,108,Sacramento Kings,107,PHO,SAC
2024-04-14,Washington Wizards,122,Boston Celtics,132,WAS,BOS
2024-04-14,Charlotte Hornets,120,Cleveland Cavaliers,110,CHO,CLE
2024-04-14,Atlanta Hawks,115,Indiana Pacers,157,ATL,IND
2024-04-14,Toronto Raptors,103,Miami Heat,118,TOR,MIA
2024-04-14,Chicago Bulls,119,New York Knicks,120,CHI,NYK
2024-04-14,Milwaukee Bucks,88,Orlando Magic,113,MIL,ORL
2024-04-14,Brooklyn Nets,86,Philadelphia 76ers,107,BRK,PHI
2024-04-14,Utah Jazz,116,Golden State Warriors,123,UTA,GSW
2024-04-14,Houston Rockets,116,Los Angeles Clippers,105,HOU,LAC
2024-04-14,Denver Nuggets,126,Memphis Grizzlies,111,DEN,MEM
2024-04-14,Phoenix Suns,125,Minnesota Timberwolves,106,PHO,MIN
2024-04-14,Los Angeles Lakers,124,New Orleans Pelicans,108,LAL,NOP
2024-04-14,Dallas Mavericks,86,Oklahoma City Thunder,135,DAL,OKC
2024-04-14,Portland Trail Blazers,82,Sacramento Kings,121,POR,SAC
2024-04-14,Detroit Pistons,95,San Antonio Spurs,123,DET,SAS
2024-04-16,Los Angeles Lakers,110,New Orleans Pelicans,106,LAL,NOP
2024-04-16,Golden State Warriors,94,Sacramento Kings,118,GSW,SAC
2024-04-17,Miami Heat,104,Philadelphia 76ers,105,MIA,PHI
2024-04-17,Atlanta Hawks,116,Chicago Bulls,131,ATL,CHI
2024-04-19,Chicago Bulls,91,Miami Heat,112,CHI,MIA
2024-04-19,Sacramento Kings,98,New Orleans Pelicans,105,SAC,NOP
2024-04-20,Orlando Magic,83,Cleveland Cavaliers,97,ORL,CLE
2024-04-20,Phoenix Suns,95,Minnesota Timberwolves,120,PHO,MIN
2024-04-20,Philadelphia 76ers,104,New York Knicks,111,PHI,NYK
2024-04-20,Los Angeles Lakers,103,Denver Nuggets,114,LAL,DEN
2024-04-21,Miami Heat,94,Boston Celtics,114,MIA,BOS
2024-04-21,Dallas Mavericks,97,Los Angeles Clippers,109,DAL,LAC
2024-04-21,Indiana Pacers,94,Milwaukee Bucks,109,IND,MIL
2024-04-21,New Orleans Pelicans,92,Oklahoma City Thunder,94,NOP,OKC
2024-04-22,Orlando Magic,86,Cleveland Cavaliers,96,ORL,CLE
2024-04-22,Philadelphia 76ers,101,New York Knicks,104,PHI,NYK
2024-04-22,Los Angeles Lakers,99,Denver Nuggets,101,LAL,DEN
2024-04-23,Phoenix Suns,93,Minnesota Timberwolves,105,PHO,MIN
2024-04-23,Indiana Pacers,125,Milwaukee Bucks,108,IND,MIL
2024-04-23,Dallas Mavericks,96,Los Angeles Clippers,93,DAL,LAC
2024-04-24,Miami Heat,111,Boston Celtics,101,MIA,BOS
2024-04-24,New Orleans Pelicans,92,Oklahoma City Thunder,124,NOP,OKC
2024-04-25,Cleveland Cavaliers,83,Orlando Magic,121,CLE,ORL
2024-04-25,New York Knicks,114,Philadelphia 76ers,125,NYK,PHI
2024-04-25,Denver Nuggets,112,Los Angeles Lakers,105,DEN,LAL
2024-04-26,Milwaukee Bucks,118,Indiana Pacers,121,MIL,IND
2024-04-26,Los Angeles Clippers,90,Dallas Mavericks,101,LAC,DAL
2024-04-26,Minnesota Timberwolves,126,Phoenix Suns,109,MIN,PHO
2024-04-27,Cleveland Cavaliers,89,Orlando Magic,112,CLE,ORL
2024-04-27,Oklahoma City Thunder,106,New Orleans Pelicans,85,OKC,NOP
2024-04-27,Boston Celtics,104,Miami Heat,84,BOS,MIA
2024-04-27,Denver Nuggets,108,Los Angeles Lakers,119,DEN,LAL
2024-04-28,New York Knicks,97,Philadelphia 76ers,92,NYK,PHI
2024-04-28,Los Angeles Clippers,116,Dallas Mavericks,111,LAC,DAL
2024-04-28,Milwaukee Bucks,113,Indiana Pacers,126,MIL,IND
2024-04-28,Minnesota Timberwolves,122,Phoenix Suns,116,MIN,PHO
2024-04-29,Boston Celtics,102,Miami Heat,88,BOS,MIA
2024-04-29,Oklahoma City Thunder,97,New Orleans Pelicans,89,OKC,NOP
2024-04-29,Los Angeles Lakers,106,Denver Nuggets,108,LAL,DEN
2024-04-30,Philadelphia 76ers,112,New York Knicks,106,PHI,NYK
2024-04-30,Orlando Magic,103,Cleveland Cavaliers,104,ORL,CLE
2024-04-30,Indiana Pacers,92,Milwaukee Bucks,115,IND,MIL
2024-05-01,Miami Heat,84,Boston Celtics,118,MIA,BOS
2024-05-01,Dallas Mavericks,123,Los Angeles Clippers,93,DAL,LAC
2024-05-02,Milwaukee Bucks,98,Indiana Pacers,120,MIL,IND
2024-05-02,New York Knicks,118,Philadelphia 76ers,115,NYK,PHI
2024-05-03,Cleveland Cavaliers,96,Orlando Magic,103,CLE,ORL
2024-05-03,Los Angeles Clippers,101,Dallas Mavericks,114,LAC,DAL
2024-05-04,Minnesota Timberwolves,106,Denver Nuggets,99,MIN,DEN
2024-05-05,Orlando Magic,94,Cleveland Cavaliers,106,ORL,CLE
2024-05-06,Indiana Pacers,117,New York Knicks,121,IND,NYK
2024-05-06,Minnesota Timberwolves,106,Denver Nuggets,80,MIN,DEN
2024-05-07,Cleveland Cavaliers,95,Boston Celtics,120,CLE,BOS
2024-05-07,Dallas Mavericks,95,Oklahoma City Thunder,117,DAL,OKC
2024-05-08,Indiana Pacers,121,New York Knicks,130,IND,NYK
2024-05-09,Cleveland Cavaliers,118,Boston Celtics,94,CLE,BOS
2024-05-09,Dallas Mavericks,119,Oklahoma City Thunder,110,DAL,OKC
2024-05-10,New York Knicks,106,Indiana Pacers,111,NYK,IND
2024-05-10,Denver Nuggets,117,Minnesota Timberwolves,90,DEN,MIN
2024-05-11,Oklahoma City Thunder,101,Dallas Mavericks,105,OKC,DAL
2024-05-11,Boston Celtics,106,Cleveland Cavaliers,93,BOS,CLE
2024-05-12,New York Knicks,89,Indiana Pacers,121,NYK,IND
2024-05-12,Denver Nuggets,115,Minnesota Timberwolves,107,DEN,MIN
2024-05-13,Boston Celtics,109,Cleveland Cavaliers,102,BOS,CLE
2024-05-13,Oklahoma City Thunder,100,Dallas Mavericks,96,OKC,DAL
2024-05-14,Indiana Pacers,91,New York Knicks,121,IND,NYK
2024-05-14,Minnesota Timberwolves,97,Denver Nuggets,112,MIN,DEN
2024-05-15,Cleveland Cavaliers,98,Boston Celtics,113,CLE,BOS
2024-05-15,Dallas Mavericks,104,Oklahoma City Thunder,92,DAL,OKC
2024-05-16,Denver Nuggets,70,Minnesota Timberwolves,115,DEN,MIN
2024-05-17,New York Knicks,103,Indiana Pacers,116,NYK,IND
2024-05-18,Oklahoma City Thunder,116,Dallas Mavericks,117,OKC,DAL
2024-05-19,Indiana Pacers,130,New York Knicks,109,IND,NYK
2024-05-19,Minnesota Timberwolves,98,Denver Nuggets,90,MIN,DEN
2024-05-21,Indiana Pacers,128,Boston Celtics,133,IND,BOS
2024-05-22,Dallas Mavericks,108,Minnesota Timberwolves,105,DAL,MIN
2024-05-23,Indiana Pacers,110,Boston Celtics,126,IND,BOS
2024-05-24,Dallas Mavericks,109,Minnesota Timberwolves,108,DAL,MIN
2024-05-25,Boston Celtics,114,Indiana Pacers,111,BOS,IND
2024-05-26,Minnesota Timberwolves,107,Dallas Mavericks,116,MIN,DAL
2024-05-27,Boston Celtics,105,Indiana Pacers,102,BOS,IND
2024-05-28,Minnesota Timberwolves,105,Dallas Mavericks,100,MIN,DAL
2024-05-30,Dallas Mavericks,124,Minnesota Timberwolves,103,DAL,MIN
2024-06-06,Dallas Mavericks,89,Boston Celtics,107,DAL,BOS
2024-06-09,Dallas Mavericks,98,Boston Celtics,105,DAL,BOS
2024-06-12,Boston Celtics,106,Dallas Mavericks,99,BOS,DAL
2024-06-14,Boston Celtics,84,Dallas Mavericks,122,BOS,DAL
2024-06-17,Dallas Mavericks,88,Boston Celtics,106,DAL,BOS
